Order Date,Customer Name,State,Category,Sub-Category,Product Name,Sales,Quantity,Profit
2024-04-22,Himmat Shenoy,Bihar,Technology,Laptops,MacBook Air,13254.17,5,2942.19
2024-02-10,Myra Bora,Maharashtra,Office Supplies,Binders,White Binder,1760.01,2,464.68
2025-05-03,Aayush Malhotra,Madhya Pradesh,Furniture,Tables,Adjustable Table,6081.12,2,725.78
2023-06-27,Gatik Bail,Delhi,Office Supplies,Storage,Plastic Organizer,7119.22,5,1035.46
2023-08-29,Heer Mahal,Delhi,Furniture,Furnishings,Cushions,10341.97,3,2947.98
2025-01-19,Lakshay Shere,West Bengal,Furniture,Tables,Study Table,7258.67,2,1385.76
2025-05-27,Lakshit Jhaveri,Karnataka,Office Supplies,Storage,Storage Box,16574.1,4,2139.55
2023-12-12,Ishaan Chanda,Bihar,Technology,Machines,Lamination Machine,1144.24,2,92.86
2023-11-11,Kartik Bhandari,Gujarat,Furniture,Furnishings,Curtains,1941.53,1,258.96
2024-06-16,Suhana Maharaj,West Bengal,Technology,Accessories,Phone Cover,670.14,1,197.61
2023-08-15,Riaan Sampath,Delhi,Furniture,Furnishings,Curtains,5454.17,2,1466.51
2025-01-07,Divyansh Chaudhary,Madhya Pradesh,Office Supplies,Labels,Address Labels,10686.56,3,2846.36
2023-10-01,Shalv Gokhale,Delhi,Office Supplies,Art,Sketch Pen Set,1019.59,1,292.24
2024-10-17,Divyansh Dhar,Madhya Pradesh,Technology,Accessories,Wireless Charger,15270.81,5,4007.18
2024-07-05,Kartik Dutt,West Bengal,Technology,Laptops,Dell Inspiron,3495.96,1,798.15
2024-11-17,Shalv Randhawa,Rajasthan,Office Supplies,Paper,A4 Paper 500 sheets,18650.14,5,1178.99
2023-10-20,Rania Master,Tamil Nadu,Office Supplies,Art,Sketch Pen Set,11037.85,5,1815.14
2024-05-21,Zara Dugar,Madhya Pradesh,Technology,Copiers,Canon CopyJet,4571.85,3,717.51
2024-01-01,Aarush Dugar,Delhi,Office Supplies,Paper,Legal Paper,6453.81,3,827.28
2024-11-02,Riya Shankar,Tamil Nadu,Furniture,Chairs,Executive Chair,992.54,1,63.87
2024-03-29,Raghav Trivedi,Uttar Pradesh,Office Supplies,Art,Sketch Pen Set,4818.4,1,751.65
2024-03-07,Parinaaz Sha,Uttar Pradesh,Office Supplies,Paper,Legal Paper,17442.92,5,3823.38
2024-03-28,Anahi Kapoor,Maharashtra,Office Supplies,Binders,Heavy-Duty Binder,5564.42,5,1434.78
2023-09-16,Aradhya Majumdar,Madhya Pradesh,Furniture,Furnishings,Table Mats,4116.86,3,966.42
2023-08-26,Neelofar Raman,Bihar,Office Supplies,Storage,File Cabinet,19321.23,4,4224.21
2024-08-15,Hiran Walla,Delhi,Office Supplies,Paper,A4 Paper 500 sheets,12687.49,3,2263.72
2025-05-12,Prerak Sha,Rajasthan,Furniture,Furnishings,Cushions,3983.52,2,311.94
2025-05-16,Samiha Barad,Delhi,Office Supplies,Paper,Photo Paper,4908.16,3,605.6
2023-07-18,Dishani Raval,Tamil Nadu,Furniture,Chairs,Ergo Chair,13979.17,3,4050.94
2023-12-06,Tiya Rajagopal,Bihar,Office Supplies,Binders,Heavy-Duty Binder,1903.94,4,98.0
2024-08-19,Ishita De,Gujarat,Technology,Copiers,Canon CopyJet,224.74,1,61.25
2023-10-17,Neysa Soman,Maharashtra,Furniture,Furnishings,Cushions,2267.86,1,225.39
2025-05-16,Vihaan Choudhury,Rajasthan,Office Supplies,Storage,File Cabinet,4582.92,1,237.06
2024-07-17,Himmat Kata,Uttar Pradesh,Office Supplies,Art,Paint Brush,7986.74,4,1127.12
2024-07-18,Vivaan Gopal,Uttar Pradesh,Furniture,Bookcases,Wooden Bookcase,3907.22,4,540.89
2025-04-12,Nitara Dar,Tamil Nadu,Technology,Phones,OnePlus Nord,1109.92,1,66.67
2023-10-11,Tanya Kurian,Gujarat,Technology,Machines,Binding Machine,969.5,1,96.71
2024-09-05,Indranil Chakraborty,Rajasthan,Technology,Copiers,Xerox Pro,11362.37,4,2840.08
2024-07-03,Sara Setty,Rajasthan,Office Supplies,Paper,Legal Paper,18423.87,5,4338.33
2025-02-04,Arnav Choudhary,Delhi,Technology,Accessories,Phone Cover,805.39,1,109.56
2024-01-15,Mehul Balay,Gujarat,Furniture,Tables,Study Table,19547.62,4,4581.14
2024-11-24,Mehul Bail,West Bengal,Technology,Machines,Shredder,2386.21,4,375.2
2024-03-30,Ela Sule,Madhya Pradesh,Office Supplies,Paper,Photo Paper,2794.88,2,675.47
2025-05-08,Anaya Karan,Rajasthan,Technology,Accessories,Earbuds,4949.37,2,1215.96
2024-03-01,Arnav Sachar,Bihar,Furniture,Tables,Study Table,2602.09,2,216.17
2024-10-28,Renee Lad,Karnataka,Furniture,Bookcases,Wooden Bookcase,1139.1,4,113.81
2024-09-15,Seher Deep,Madhya Pradesh,Furniture,Furnishings,Cushions,10682.29,3,3151.61
2024-04-13,Uthkarsh Sachdeva,Uttar Pradesh,Furniture,Bookcases,Metal Shelf,2647.35,1,558.51
2025-05-21,Khushi Sachdeva,Gujarat,Technology,Phones,OnePlus Nord,14179.18,3,3231.38
2024-04-11,Ela Dass,Karnataka,Furniture,Bookcases,Wooden Bookcase,202.57,1,43.57
2024-03-24,Ela Jain,Uttar Pradesh,Technology,Accessories,Wireless Charger,13682.14,3,1028.77
2024-07-02,Aradhya Sule,Gujarat,Furniture,Bookcases,Metal Shelf,4982.74,3,369.83
2023-10-09,Damini Wadhwa,Gujarat,Furniture,Tables,Office Desk,11298.22,3,2228.32
2023-08-22,Ivan Contractor,West Bengal,Office Supplies,Art,Paint Brush,6009.54,2,431.53
2023-11-16,Lakshit Borde,Bihar,Furniture,Tables,Adjustable Table,396.99,1,115.95
2025-01-01,Taran Ramachandran,Uttar Pradesh,Office Supplies,Paper,A4 Paper 500 sheets,559.42,1,104.41
2024-05-11,Nitara Contractor,Uttar Pradesh,Technology,Copiers,HP ScanJet,5522.15,2,488.26
2024-07-02,Saira Bhandari,Madhya Pradesh,Furniture,Tables,Office Desk,13438.85,3,3223.16
2024-09-24,Anvi Cheema,Uttar Pradesh,Office Supplies,Art,Canvas Pad,4572.08,1,306.0
2024-05-08,Neelofar Thaman,Karnataka,Technology,Laptops,HP Pavilion,7579.57,5,2212.26
2023-10-01,Nirvaan Bains,Tamil Nadu,Technology,Phones,iPhone 14,10304.5,4,1886.93
2024-07-26,Himmat Rau,Uttar Pradesh,Office Supplies,Binders,White Binder,10219.61,5,2502.2
2023-08-06,Kaira Borah,Tamil Nadu,Technology,Laptops,MacBook Air,434.57,2,83.86
2024-07-29,Pranay Chana,Madhya Pradesh,Office Supplies,Binders,Heavy-Duty Binder,7212.03,5,1897.62
2024-10-31,Kismat Manda,Delhi,Technology,Copiers,HP ScanJet,2549.72,2,467.6
2024-11-18,Saira Seth,West Bengal,Technology,Phones,Samsung Galaxy S22,2996.17,2,742.02
2024-06-06,Dharmajan Chokshi,Madhya Pradesh,Office Supplies,Paper,A4 Paper 500 sheets,206.72,1,28.29
2023-12-11,Anya Chada,Delhi,Office Supplies,Art,Canvas Pad,7336.92,5,611.92
2025-03-02,Kismat Bora,Maharashtra,Office Supplies,Art,Canvas Pad,4154.87,1,435.51
2024-07-24,Misha Sahni,Maharashtra,Technology,Accessories,Wireless Charger,16775.62,5,4479.01
2024-12-07,Ivan Sengupta,West Bengal,Office Supplies,Binders,Heavy-Duty Binder,14221.07,5,3615.16
2024-09-24,Amani Raju,Tamil Nadu,Furniture,Bookcases,Metal Shelf,16115.22,5,4263.37
2024-04-18,Manikya Gulati,Tamil Nadu,Technology,Accessories,Wireless Charger,7877.89,4,2170.69
2023-11-28,Emir Anand,Uttar Pradesh,Furniture,Furnishings,Curtains,8229.74,2,773.82
2023-09-06,Indrajit Raman,West Bengal,Office Supplies,Labels,Address Labels,1688.77,1,458.19
2024-10-13,Anika Yohannan,Delhi,Technology,Laptops,Dell Inspiron,1091.67,2,121.52
2024-07-18,Vardaniya Lata,Madhya Pradesh,Office Supplies,Labels,Address Labels,7376.94,2,1858.98
2024-11-17,Divij Khosla,Rajasthan,Office Supplies,Binders,Heavy-Duty Binder,728.17,1,38.88
2025-03-27,Lavanya Madan,Tamil Nadu,Office Supplies,Binders,White Binder,1484.75,1,422.63
2024-11-09,Urvi Sane,Delhi,Office Supplies,Binders,White Binder,18667.16,5,2512.55
2024-04-06,Elakshi Kade,Karnataka,Office Supplies,Binders,White Binder,15385.7,4,4201.8
2024-05-22,Rasha Lanka,Uttar Pradesh,Furniture,Bookcases,Metal Shelf,2740.57,2,509.42
2025-02-26,Zaina Khosla,Maharashtra,Technology,Laptops,HP Pavilion,693.51,1,86.12
2025-03-09,Stuvan Raja,Maharashtra,Office Supplies,Labels,Address Labels,630.41,2,98.84
2024-01-07,Aarna Bhavsar,West Bengal,Furniture,Bookcases,Corner Bookrack,9248.23,2,2044.82
2025-05-30,Tiya Dada,Karnataka,Office Supplies,Binders,Heavy-Duty Binder,1277.71,1,369.41
2025-05-05,Raunak Ram,Bihar,Technology,Copiers,Xerox Pro,2304.25,3,647.1
2023-06-28,Onkar Chandra,Karnataka,Furniture,Chairs,Mesh Back Chair,10985.23,4,2195.98
2023-09-23,Kashvi Lal,West Bengal,Office Supplies,Labels,Address Labels,20621.5,5,2827.13
2023-11-30,Uthkarsh Sagar,Gujarat,Furniture,Bookcases,Metal Shelf,12274.36,3,2796.43
2023-09-14,Yuvraj  Golla,Karnataka,Furniture,Chairs,Mesh Back Chair,2728.03,3,441.05
2024-09-20,Aaryahi Sachdev,Bihar,Technology,Phones,iPhone 14,19224.04,4,2299.56
2024-08-13,Pranay Varma,Karnataka,Furniture,Bookcases,Wooden Bookcase,7570.09,4,1313.8
2024-10-11,Jivika Goswami,Gujarat,Technology,Machines,Binding Machine,8100.55,2,1729.37
2025-01-30,Pihu Issac,Madhya Pradesh,Furniture,Furnishings,Cushions,11143.95,4,1929.58
2025-02-21,Zain Majumdar,Delhi,Office Supplies,Paper,Legal Paper,18158.11,5,3299.99
2024-08-31,Jayesh Goyal,Delhi,Office Supplies,Paper,Photo Paper,3872.41,2,390.42
2024-09-14,Ojas Dube,Uttar Pradesh,Furniture,Bookcases,Corner Bookrack,9240.68,2,599.67
2024-04-28,Urvi Sastry,West Bengal,Technology,Copiers,Xerox Pro,3567.49,4,939.42
2025-01-24,Nirvi Bhargava,Tamil Nadu,Technology,Accessories,Phone Cover,3785.58,1,300.23
2024-12-18,Alia Srinivas,Maharashtra,Office Supplies,Paper,Legal Paper,7936.34,4,1788.46
2024-07-22,Divyansh Chhabra,Uttar Pradesh,Office Supplies,Storage,File Cabinet,21891.45,5,1259.77
2025-03-07,Vedika Gara,Tamil Nadu,Technology,Accessories,Phone Cover,259.89,1,66.99
2024-10-29,Ishaan Hayer,Uttar Pradesh,Technology,Accessories,Phone Cover,7581.83,2,1703.19
2025-03-24,Zaina Bath,Gujarat,Technology,Machines,Shredder,15802.82,4,3536.86
2024-05-27,Anaya Rama,Maharashtra,Technology,Phones,Samsung Galaxy S22,3100.03,1,289.53
2023-12-13,Chirag Deep,Rajasthan,Furniture,Chairs,Ergo Chair,11439.79,4,2944.37
2023-07-23,Dhanush Ramanathan,Tamil Nadu,Office Supplies,Storage,Plastic Organizer,18683.84,4,2203.89
2024-11-14,Yakshit Rana,Tamil Nadu,Furniture,Furnishings,Curtains,12685.64,4,1328.52
2023-08-07,Riya Raju,Uttar Pradesh,Furniture,Chairs,Ergo Chair,9998.88,3,1512.58
2024-05-29,Navya Kota,Gujarat,Technology,Accessories,Phone Cover,4538.83,4,349.94
2024-11-15,Krish Varghese,Gujarat,Furniture,Bookcases,Corner Bookrack,1349.74,1,122.41
2025-02-21,Kartik Badal,Bihar,Furniture,Chairs,Mesh Back Chair,3831.3,1,487.65
2024-11-28,Mannat Chad,Maharashtra,Office Supplies,Paper,Photo Paper,2984.01,2,877.79
2024-11-13,Taran Dar,Maharashtra,Office Supplies,Binders,Heavy-Duty Binder,1709.99,1,488.85
2024-01-24,Indranil Bassi,Rajasthan,Furniture,Bookcases,Metal Shelf,5677.21,5,1350.95
2024-04-25,Sumer Sami,Delhi,Office Supplies,Art,Paint Brush,6464.93,3,1521.6
2024-07-30,Khushi Chaudhry,Bihar,Furniture,Tables,Study Table,9957.5,4,2660.67
2023-08-16,Sara Sarraf,Karnataka,Furniture,Bookcases,Wooden Bookcase,2312.05,4,477.41
2025-01-08,Ira Dhar,Karnataka,Office Supplies,Paper,A4 Paper 500 sheets,9936.8,2,1742.96
2024-01-24,Shray Tandon,Madhya Pradesh,Office Supplies,Storage,Storage Box,7043.71,3,583.21
2024-06-11,Mahika Chatterjee,Rajasthan,Technology,Copiers,HP ScanJet,4475.26,1,1089.92
2024-01-12,Kashvi Agate,Bihar,Technology,Accessories,Phone Cover,2799.96,5,246.68
2023-09-14,Yuvraj  Kulkarni,Maharashtra,Office Supplies,Labels,Address Labels,7756.65,2,988.09
2024-03-14,Damini Din,Uttar Pradesh,Furniture,Furnishings,Curtains,3043.93,3,377.15
2024-01-10,Zaina Kunda,Gujarat,Furniture,Bookcases,Corner Bookrack,1884.9,3,178.68
2024-04-11,Rania Kant,West Bengal,Technology,Copiers,Canon CopyJet,13285.61,4,1130.76
2025-02-01,Trisha Dara,Gujarat,Furniture,Furnishings,Curtains,6373.52,3,1684.2
2024-12-04,Urvi Karnik,Gujarat,Office Supplies,Paper,Legal Paper,21276.06,5,6127.74
2023-07-15,Khushi Venkataraman,Madhya Pradesh,Technology,Phones,Realme GT,5846.29,4,1571.97
2023-08-15,Farhan Dayal,Tamil Nadu,Office Supplies,Binders,White Binder,1190.63,5,313.45
2023-12-12,Myra Subramaniam,Bihar,Technology,Machines,Lamination Machine,17193.52,4,1818.44
2024-05-09,Yasmin Dugar,Uttar Pradesh,Technology,Phones,OnePlus Nord,13135.7,4,3612.73
2023-07-01,Ela Loyal,Karnataka,Technology,Phones,iPhone 14,4603.81,1,1291.93
2023-09-04,Nishith Dhawan,Gujarat,Technology,Accessories,Wireless Charger,1722.97,1,515.36
2025-03-22,Pari Shere,Uttar Pradesh,Technology,Accessories,Earbuds,1536.2,1,91.51
2025-06-16,Dhanuk Malhotra,Tamil Nadu,Furniture,Furnishings,Curtains,8782.17,3,2607.89
2024-03-24,Anika Dugar,Rajasthan,Technology,Phones,OnePlus Nord,4897.68,4,503.84
2023-11-12,Kaira Desai,West Bengal,Furniture,Furnishings,Cushions,1202.48,2,80.94
2023-11-26,Charvi Shan,Uttar Pradesh,Technology,Phones,OnePlus Nord,10875.74,4,2364.51
2025-05-01,Sara Dara,Delhi,Technology,Accessories,Phone Cover,7366.77,4,1755.46
2023-11-28,Lagan Contractor,Rajasthan,Furniture,Tables,Office Desk,9929.59,4,2206.43
2023-10-23,Miraya Gokhale,Bihar,Furniture,Furnishings,Cushions,16601.9,4,3158.13
2024-11-29,Fateh Baral,Bihar,Office Supplies,Paper,A4 Paper 500 sheets,4470.81,5,965.77
2025-02-06,Mannat Aggarwal,Karnataka,Office Supplies,Art,Paint Brush,18729.33,4,3275.04
2024-10-18,Anya Grewal,West Bengal,Technology,Phones,Realme GT,18334.86,5,5446.55
2025-05-08,Bhamini Yadav,Bihar,Furniture,Furnishings,Table Mats,375.13,1,88.69
2025-02-06,Ayesha Chand,Madhya Pradesh,Furniture,Furnishings,Table Mats,6169.06,2,641.79
2025-01-26,Vivaan Choudhry,Bihar,Furniture,Tables,Adjustable Table,1977.23,1,278.69
2025-03-05,Baiju Lall,Delhi,Technology,Copiers,HP ScanJet,13259.1,4,2174.48
2023-07-19,Anvi Madan,Madhya Pradesh,Technology,Copiers,Canon CopyJet,10844.86,4,2616.54
2024-12-08,Vihaan Vasa,Rajasthan,Furniture,Tables,Office Desk,3147.29,3,625.44
2024-12-17,Amira Bhasin,West Bengal,Office Supplies,Labels,Shipping Labels,12974.86,4,2926.13
2023-06-30,Saksham Sankaran,Delhi,Furniture,Chairs,Executive Chair,3158.05,1,482.61
2024-04-13,Pari Cheema,Uttar Pradesh,Technology,Laptops,HP Pavilion,14949.61,5,869.45
2024-10-11,Shaan Golla,Tamil Nadu,Technology,Machines,Lamination Machine,11390.49,4,895.58
2024-01-14,Kabir Mahal,Uttar Pradesh,Technology,Phones,OnePlus Nord,18233.48,4,3851.18
2024-10-12,Priyansh Keer,Gujarat,Office Supplies,Labels,Address Labels,5272.58,2,616.38
2024-07-15,Tejas Chanda,Rajasthan,Office Supplies,Art,Canvas Pad,439.91,2,121.97
2024-12-19,Lakshay Kadakia,Karnataka,Furniture,Chairs,Executive Chair,12707.08,3,2283.98
2024-04-30,Tejas Varma,Gujarat,Office Supplies,Storage,Plastic Organizer,9607.94,2,2865.16
2024-09-09,Alisha Chana,Bihar,Furniture,Furnishings,Curtains,16708.16,4,4182.6
2023-12-18,Kashvi Sankar,Rajasthan,Office Supplies,Labels,Address Labels,4269.94,2,553.09
2025-03-09,Saira Deshmukh,Delhi,Furniture,Furnishings,Curtains,5240.87,2,1089.37
2025-04-19,Ivana Kalita,Karnataka,Technology,Copiers,HP ScanJet,3534.18,3,259.11
2025-03-06,Kiaan Bora,Maharashtra,Technology,Phones,Samsung Galaxy S22,17981.82,5,5037.58
2023-07-01,Anika Swaminathan,Karnataka,Furniture,Furnishings,Curtains,12981.69,4,3172.69
2023-10-06,Aaina Krish,Tamil Nadu,Furniture,Tables,Adjustable Table,3391.14,3,882.08
2024-02-12,Vedika Kohli,Maharashtra,Office Supplies,Labels,Shipping Labels,1794.67,3,154.24
2024-09-07,Jhanvi Varughese,Uttar Pradesh,Furniture,Chairs,Executive Chair,3944.42,5,337.09
2024-12-11,Vivaan Bawa,Delhi,Technology,Accessories,Phone Cover,17016.77,4,4733.72
2025-03-17,Biju Chokshi,Uttar Pradesh,Furniture,Furnishings,Curtains,2185.98,1,375.18
2024-10-25,Anika Tripathi,Rajasthan,Office Supplies,Binders,White Binder,17882.5,4,3726.5
2024-03-09,Alisha Sharma,West Bengal,Technology,Accessories,Phone Cover,4537.46,1,975.18
2024-09-01,Taran Gole,Delhi,Office Supplies,Storage,File Cabinet,14909.85,3,2549.25
2024-05-08,Shray Anne,Maharashtra,Office Supplies,Storage,Storage Box,5408.79,2,614.58
2024-12-02,Stuvan Vig,Maharashtra,Furniture,Tables,Adjustable Table,1552.92,5,276.32
2024-11-09,Kashvi Mani,Delhi,Furniture,Tables,Office Desk,683.18,2,57.83
2024-03-25,Vanya Dhar,West Bengal,Furniture,Tables,Office Desk,4625.36,4,337.62
2024-07-06,Pari Kumer,West Bengal,Office Supplies,Storage,Storage Box,15107.73,4,2628.0
2024-10-12,Dhanush Halder,West Bengal,Office Supplies,Labels,Address Labels,2299.61,2,601.37
2023-10-14,Anahi Raval,Delhi,Office Supplies,Art,Canvas Pad,20035.68,5,3944.92
2025-06-14,Navya Swamy,Uttar Pradesh,Furniture,Tables,Adjustable Table,17750.86,4,2767.97
2024-10-11,Aaina Raval,Bihar,Office Supplies,Art,Canvas Pad,3115.02,1,490.08
2023-10-27,Devansh Baral,Delhi,Office Supplies,Art,Canvas Pad,4011.18,4,234.41
2024-02-25,Manikya Dugar,Rajasthan,Office Supplies,Art,Sketch Pen Set,9295.9,3,2503.51
2024-10-06,Rhea Deol,Maharashtra,Office Supplies,Art,Canvas Pad,1063.54,1,138.97
2024-06-03,Purab Wali,Delhi,Furniture,Bookcases,Wooden Bookcase,6706.76,2,959.01
2024-08-01,Siya Raj,Gujarat,Technology,Phones,iPhone 14,3640.65,1,376.6
2023-11-13,Zain Chacko,Madhya Pradesh,Office Supplies,Art,Paint Brush,2050.84,1,411.09
2023-12-23,Gokul Seth,Madhya Pradesh,Office Supplies,Paper,A4 Paper 500 sheets,10914.22,3,3127.66
2025-01-26,Shanaya Sarma,Rajasthan,Office Supplies,Binders,Heavy-Duty Binder,12312.88,3,1225.59
2024-04-27,Lakshay Chacko,Maharashtra,Furniture,Furnishings,Cushions,6665.82,3,540.09
2025-06-20,Divit Balay,Rajasthan,Furniture,Bookcases,Corner Bookrack,5933.57,2,719.5
2023-07-14,Ira Bala,Uttar Pradesh,Office Supplies,Storage,File Cabinet,2487.24,3,725.56
2023-08-27,Eshani Singhal,Maharashtra,Furniture,Chairs,Recliner,2455.49,1,632.2
2023-10-22,Prerak Ranganathan,Gujarat,Technology,Copiers,Canon CopyJet,6364.96,3,1203.69
2024-04-21,Neysa Wali,Maharashtra,Technology,Machines,Binding Machine,6530.12,4,1932.86
2025-01-16,Manikya Dasgupta,Bihar,Technology,Phones,OnePlus Nord,340.58,1,21.1
2023-09-30,Ahana  Rattan,Gujarat,Furniture,Tables,Study Table,5145.75,4,370.52
2023-11-03,Eshani Tripathi,Maharashtra,Office Supplies,Art,Sketch Pen Set,1446.5,1,356.18
2024-03-27,Arhaan Saini,Delhi,Furniture,Chairs,Recliner,5342.34,3,1085.5
2025-04-30,Anika Kaur,Karnataka,Technology,Copiers,HP ScanJet,6001.15,2,479.94
2023-10-06,Ira Kapadia,Rajasthan,Technology,Accessories,Earbuds,13630.12,4,2459.43
2024-06-12,Kiara Raju,Uttar Pradesh,Furniture,Furnishings,Table Mats,5235.52,3,1218.39
2024-11-01,Eshani Reddy,West Bengal,Furniture,Chairs,Recliner,1894.45,1,490.45
2024-08-16,Shray Khosla,Delhi,Furniture,Tables,Adjustable Table,4864.47,1,316.52
2024-06-01,Zara Basu,Rajasthan,Furniture,Tables,Office Desk,5081.4,2,686.56
2024-01-11,Tejas Jhaveri,Gujarat,Office Supplies,Storage,Storage Box,10802.58,3,2309.83
2023-06-24,Romil Ahluwalia,Tamil Nadu,Office Supplies,Binders,White Binder,6152.29,3,1003.49
2024-06-22,Shray Dhar,Rajasthan,Office Supplies,Storage,File Cabinet,1058.94,2,164.95
2025-01-30,Prisha Korpal,Delhi,Office Supplies,Art,Sketch Pen Set,4825.16,2,370.54
2025-02-07,Rohan Agrawal,Uttar Pradesh,Furniture,Tables,Study Table,2960.86,2,500.56
2024-09-29,Yasmin Dhingra,West Bengal,Office Supplies,Labels,Shipping Labels,4649.25,1,330.17
2024-08-22,Yashvi Aggarwal,Rajasthan,Technology,Accessories,Phone Cover,11340.36,5,1513.2
2025-05-09,Kanav Jha,Delhi,Technology,Copiers,Canon CopyJet,3313.38,1,772.02
2023-10-28,Vivaan Dash,Tamil Nadu,Technology,Accessories,Wireless Charger,4191.59,4,498.72
2024-01-14,Uthkarsh Choudhary,Delhi,Office Supplies,Labels,Shipping Labels,3302.46,1,956.86
2023-12-27,Aarna Rattan,Maharashtra,Furniture,Chairs,Executive Chair,7388.28,5,491.04
2025-01-21,Raunak Sachar,Bihar,Furniture,Bookcases,Wooden Bookcase,8324.64,4,627.06
2025-04-16,Zain Chandra,Tamil Nadu,Office Supplies,Art,Canvas Pad,7942.99,2,1087.46
2024-02-03,Jivin Bir,Maharashtra,Technology,Laptops,MacBook Air,1088.38,1,301.42
2024-10-15,Navya Kari,Tamil Nadu,Office Supplies,Labels,Shipping Labels,3425.08,2,230.73
2024-10-19,Purab Sarma,Karnataka,Furniture,Bookcases,Metal Shelf,3396.95,1,533.26
2023-07-09,Kanav Dyal,Delhi,Furniture,Tables,Office Desk,6920.35,2,1821.94
2023-07-11,Badal Loke,Bihar,Office Supplies,Art,Canvas Pad,2543.88,1,284.6
2024-01-19,Ehsaan Dhaliwal,Bihar,Furniture,Chairs,Executive Chair,12629.17,3,2289.89
2025-01-08,Saanvi Kanda,Delhi,Furniture,Tables,Study Table,12176.05,3,1630.61
2023-10-19,Mehul Bath,West Bengal,Technology,Copiers,HP ScanJet,5667.91,4,933.44
2024-03-15,Bhamini Chopra,Gujarat,Technology,Copiers,HP ScanJet,19588.63,5,5176.08
2025-03-05,Sahil Srivastava,West Bengal,Office Supplies,Labels,Address Labels,18477.17,5,1019.6
2024-12-16,Umang Kata,Karnataka,Technology,Accessories,Earbuds,7768.78,3,863.05
2025-04-09,Shalv Baria,Tamil Nadu,Office Supplies,Labels,Shipping Labels,1130.44,1,326.36
2025-02-15,Bhavin Deol,Madhya Pradesh,Office Supplies,Binders,Heavy-Duty Binder,19756.77,4,5315.03
2024-06-23,Devansh Magar,Gujarat,Furniture,Bookcases,Corner Bookrack,6230.78,3,961.56
2025-04-07,Kartik Wason,Maharashtra,Technology,Copiers,Xerox Pro,13481.87,5,1831.09
2023-07-03,Vaibhav Thakkar,Uttar Pradesh,Office Supplies,Binders,Heavy-Duty Binder,24235.67,5,6012.51
2024-01-03,Tiya Saxena,Uttar Pradesh,Technology,Phones,iPhone 14,4876.65,2,426.98
2024-01-01,Trisha Kant,West Bengal,Technology,Laptops,Dell Inspiron,6334.59,4,1583.31
2025-01-15,Kiaan Karpe,Tamil Nadu,Furniture,Furnishings,Curtains,12486.78,3,1009.67
2023-12-02,Elakshi Salvi,Rajasthan,Technology,Copiers,Xerox Pro,10107.65,3,507.0
2024-02-21,Vidur Sangha,West Bengal,Technology,Accessories,Wireless Charger,16967.82,5,4109.97
2025-01-09,Indranil Rau,Karnataka,Furniture,Chairs,Recliner,4547.69,2,1271.37
2024-08-01,Shanaya Maharaj,Uttar Pradesh,Technology,Accessories,Phone Cover,4181.69,3,918.4
2024-10-31,Ojas Khosla,Delhi,Technology,Machines,Shredder,13850.8,3,2759.91
2025-05-13,Kiaan Gole,Gujarat,Furniture,Furnishings,Table Mats,4340.23,5,1049.97
2023-09-19,Nitya Chopra,Madhya Pradesh,Technology,Accessories,Wireless Charger,3290.2,2,234.92
2024-03-02,Myra Kalla,Rajasthan,Office Supplies,Labels,Address Labels,2644.01,4,480.27
2024-01-24,Ivan Sundaram,Gujarat,Office Supplies,Art,Sketch Pen Set,7600.52,4,1266.54
2023-12-29,Vivaan Subramanian,Madhya Pradesh,Technology,Machines,Lamination Machine,4795.96,1,744.48
2025-02-21,Arnav Mannan,Bihar,Furniture,Bookcases,Wooden Bookcase,9954.67,5,2042.92
2023-10-22,Prisha Raju,Rajasthan,Office Supplies,Art,Paint Brush,4268.24,2,219.76
2024-01-03,Trisha Basu,Delhi,Office Supplies,Labels,Address Labels,1496.84,1,443.88
2024-12-07,Charvi Bath,Delhi,Furniture,Bookcases,Corner Bookrack,8742.38,3,1946.48
2023-08-09,Tara Rattan,Tamil Nadu,Furniture,Chairs,Executive Chair,4459.65,5,1048.49
2023-10-21,Taimur Roy,Karnataka,Technology,Accessories,Phone Cover,9646.65,3,2216.66
2023-12-21,Gokul Kohli,Tamil Nadu,Furniture,Furnishings,Table Mats,522.28,1,46.09
2024-11-05,Ivana Subramaniam,Tamil Nadu,Furniture,Chairs,Mesh Back Chair,2473.96,1,638.73
2024-05-29,Zara Walla,Delhi,Technology,Machines,Lamination Machine,6425.63,3,1899.89
2024-04-12,Akarsh Sankaran,Uttar Pradesh,Furniture,Bookcases,Corner Bookrack,3956.72,5,342.5
2024-01-04,Samaira Bhavsar,Tamil Nadu,Furniture,Tables,Study Table,5310.54,2,1194.38
2024-05-28,Aradhya Sastry,West Bengal,Furniture,Furnishings,Cushions,10212.51,3,2959.31
2024-07-08,Hrishita Sarin,West Bengal,Technology,Copiers,HP ScanJet,8207.76,4,2051.64
2024-08-19,Jiya Chander,Karnataka,Technology,Machines,Shredder,1560.43,1,124.88
2024-06-21,Samarth Setty,Maharashtra,Technology,Phones,OnePlus Nord,11667.51,5,3232.22
2024-08-27,Kismat Vasa,Uttar Pradesh,Technology,Accessories,Wireless Charger,731.33,3,65.51
2023-10-22,Darshit Lanka,Gujarat,Office Supplies,Storage,File Cabinet,10374.98,5,681.55
2024-01-14,Ritvik Tank,Bihar,Office Supplies,Paper,Legal Paper,7216.54,3,1909.97
